prod_nm,menu1_nm,menu3_nm
뉴욕치즈케이크,제과류,케이크
생고기김치찌개,한식,김치찌개
스팸참치김치찌개,한식,김치찌개
김치청국장,한식,청국장
떡갈비,한식,떡갈비
생삼겹(180g),한식,생삼겹살
후식냉면,한식,냉면
누룽지,한식,누룽지
맥주,음료류,맥주
소주,음료류,소주
막걸리,음료류,막걸리
음료수,음료류,음료수
공기밥,한식,공기밥
라면사리,한식,라면사리
이모김밥,한식,김밥
불고기김밥,한식,김밥
참치고추김밥,한식,김밥
돈까스김밥,한식,김밥
돈까스,한식,돈까스
치즈돈까스,한식,치즈돈까스
라면,한식,라면
쫄면,한식,쫄면
떡볶이(1인분),한식,떡볶이
치즈떡볶이(1인분),한식,떡볶이
떡볶이_계란추가,한식,떡볶이
찰순대(소/1인분),한식,순대
포장(중/1인분),한식,포장
음료수,음료류,음료수
호떡(1개),한식,
호떡(5개),한식,
감칠맛(1개),한식,
매운맛(3개),한식,매운맛
맛까리(3개),한식,
김밥+떡볶이(1인기준),한식,떡볶이
김밥+라면(1인기준),한식,라면
순대+떡볶이(1인기준),한식,떡볶이
유부우동,한식,우동
떡만두국,한식,떡만두국
김치볶음밥,한식,김치볶음밥
찐만두,한식,만두
아메리카노,음료류,아메리카노
카페라떼,음료류,카페라떼
바닐라라떼,음료류,바닐라라떼
카라멜마끼아또,음료류,카라멜마끼아또
